Id,name,author,relicTime,imageUrl,description,realUrl
79.200.IX.5.13M,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13M
79.200.IX.5.13O,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13O
79.200.IX.5.14A,Portrait of Henry Holmes Smith,Unknown,1974,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.14A
79.200.IX.5.14B,Portrait of Henry Holmes Smith,Unknown,1974,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.14B
79.200.IX.5.14C,Portrait of Henry Holmes Smith,Unknown,1974,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.14C
79.200.IX.5.13A,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13A
79.200.IX.5.14D,Portrait of Henry Holmes Smith,Unknown,1974,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.14D
79.200.IX.5.2A,Self Portrait,"Henry Holmes Smith (American, 1909–1986)",1935,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.2A
79.200.IX.5.13B,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13B
79.200.IX.5.13C,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13C
79.200.IX.5.13D,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13D
79.200.IX.5.13E,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13E
79.200.IX.5.13F,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13F
79.200.IX.5.13H,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13H
79.200.IX.5.13G,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13G
79.200.IX.5.13I,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13I
79.200.V.121,Panoramic View of Fields,"Henry Holmes Smith (American, 1909–1986)","July 5, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.121
79.200.V.120,Rooftops on Red Buildings (Recto) / Leda and the Swan Cartoon (Verso),"Henry Holmes Smith (American, 1909–1986)","July 4, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.120
79.200.IX.5.13J,Portrait of Henry Holmes Smith,Unknown,1971,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.13J
79.200.V.122,Rooftops,"Henry Holmes Smith (American, 1909–1986)","July 5, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.122
79.200.V.123,Orange Field and Hillside,"Henry Holmes Smith (American, 1909–1986)","July 5, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.123
79.200.V.124,Backsides of Houses,"Henry Holmes Smith (American, 1909–1986)","July 5, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.124
79.200.V.126,Rooftops and Utility Poles,"Henry Holmes Smith (American, 1909–1986)","July 6, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.126
79.200.V.125,Commercial Buildings,"Henry Holmes Smith (American, 1909–1986)","July 6, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.125
79.200.V.127,Monolith,"Henry Holmes Smith (American, 1909–1986)","July 11, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.127
79.200.V.129,Panoramic Richly Hued Landscape,"Henry Holmes Smith (American, 1909–1986)","July 19, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.129
79.200.V.128,Apartment Buildings,"Henry Holmes Smith (American, 1909–1986)","July 11, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.128
79.200.IX.5.2B,Caricature of Self Portrait,"Henry Holmes Smith (American, 1909–1986)",1936,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.2B
79.200.IX.5.2D,Caricature (Self Portrait),"Henry Holmes Smith (American, 1909–1986)",1936,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.2D
79.200.IX.5.4,Self Portrait,"Henry Holmes Smith (American, 1909–1986)",1932,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.4
79.200.IX.5.5,Multiple Print (Goat and Nude),V. Christel,1936,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.5
79.200.IX.5.2C,Caricature of Self Portrait,"Henry Holmes Smith (American, 1909–1986)",1936,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.2C
79.200.IX.5.6,Self Portrait - Profile of Hand on Crumpled Photographic Paper,"Henry Holmes Smith (American, 1909–1986)",1962,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.6
79.200.IX.5.7,Self Portrait with Hand and Crumpled Paper,"Henry Holmes Smith (American, 1909–1986)",1965,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.7
79.200.IX.5.8,Multiple Shadow Picture of Self-Portrait and Fingers on Crumpled Photo Paper,"Henry Holmes Smith (American, 1909–1986)",1962,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.8
79.200.IX.5.9A,Henry Holmes Smith,Lance Bird,1964,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.9A
79.200.V.131,Panoramic Landscape with Fuschian Hills,"Henry Holmes Smith (American, 1909–1986)","July 19, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.131
79.200.IX.5.9B,Henry Holmes Smith,Lance Bird,1964,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.IX.5.9B
79.200.V.13,Sunset on Lake Michigan,"Henry Holmes Smith (American, 1909–1986)","March 2, 1930",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.13
79.200.V.130,Panoramic Landscape with Diagonal Hedgerows,"Henry Holmes Smith (American, 1909–1986)","July 19, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.130
79.200.V.132,"Stadium, OSU Columbus, O.","Henry Holmes Smith (American, 1909–1986)","August 3, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.132
79.200.V.133,Panoramic Western-Style Landscape,"Henry Holmes Smith (American, 1909–1986)","July 19, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.133
79.200.V.134,Panoramic Farmscape with Haystacks in Field,"Henry Holmes Smith (American, 1909–1986)","June 26, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.134
79.200.V.135,Untitled (Farm Scene),"Henry Holmes Smith (American, 1909–1986)","April 5, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.135
79.200.V.136,"Blue Trees, Purple House","Henry Holmes Smith (American, 1909–1986)","June 21, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.136
79.200.V.137,Untitled (Panoramic Landscape with Haystacks and Hedgerows),"Henry Holmes Smith (American, 1909–1986)","June 28, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.137
79.200.V.138,White Houses in a Valley,"Henry Holmes Smith (American, 1909–1986)","July 19, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.138
79.200.V.168,Shed by the Road,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.168
79.200.V.166,Barn Complex with Foreground Field,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.166
79.200.V.167,Trees &amp; Fields Vignette,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.167
79.200.V.17,Landscape with Farm Buildings,"Henry Holmes Smith (American, 1909–1986)",August 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.17
79.200.V.169,Black-Trunk Trees Among Fields,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.169
79.200.V.170,Farmhouse and Jalopy,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.170
79.200.V.171,Bowl-Like Landscape with Panorama,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.171
79.200.V.172,Red Barn Down the Hill,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.172
79.200.V.174,Barn Complex Beyond Bushes,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.174
79.200.V.175,"Fir Trees, Barn &amp; Utility Pole","Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.175
79.200.V.196.5,Untitled,"Henry Holmes Smith (American, 1909–1986)","January 17, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.196.5
79.200.V.196.4,Untitled,"Henry Holmes Smith (American, 1909–1986)",1931,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.196.4
79.200.V.196.6,Imaginary,"Henry Holmes Smith (American, 1909–1986)","May 17, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.196.6
79.200.V.196.7,Untitled,"Henry Holmes Smith (American, 1909–1986)","April 6, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.196.7
79.200.V.2,Seated Woman in 19th-Century Costume,"Henry Holmes Smith (American, 1909–1986)",1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.2
79.200.V.20,Vegetation Abstraction 1 (Recto) / Vegetation Abstraction 2 (Verso),"Henry Holmes Smith (American, 1909–1986)",October 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.20
79.200.V.202,Old Man with Pipe,"Henry Holmes Smith (American, 1909–1986)","June 13, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.202
79.200.V.204,Christmas Greeting,"Henry Holmes Smith (American, 1909–1986)",1933,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.204
79.200.V.203,Color Blocks,"Henry Holmes Smith (American, 1909–1986)",1946,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.203
79.200.V.205,Untitled Fantasy Drawing (Man and child with bubbles) (Recto) / Untitled Fantasy Drawing (Man with butterfly net) (Verso),"Henry Holmes Smith (American, 1909–1986)",1933,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.205
79.200.V.139,"Panoramic Landscape with Green Fields, Haystacks, and Farmhouses","Henry Holmes Smith (American, 1909–1986)","June 28, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.139
79.200.V.14,Hillside Landscape in Blue &amp; Green (Recto) / Man with Basket (Verso),"Henry Holmes Smith (American, 1909–1986)","June 11, 1930",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.14
79.200.V.142,Farm Vignette,"Henry Holmes Smith (American, 1909–1986)","June 26, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.142
79.200.V.140,Yellow and Blue Landscape with Villa,"Henry Holmes Smith (American, 1909–1986)","July 19, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.140
79.200.V.141,Aqueous Panoramic Landscape with Pink-Roofed Houses,"Henry Holmes Smith (American, 1909–1986)","June 28, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.141
79.200.V.144,Brick Building in Park,"Henry Holmes Smith (American, 1909–1986)","July 5, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.144
79.200.V.143,Gas Station (Recto) / Railroad Trestles (Verso),"Henry Holmes Smith (American, 1909–1986)","July 3, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.143
79.200.V.145,Urban Scene,"Henry Holmes Smith (American, 1909–1986)","July 6, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.145
79.200.V.146,Gothic Farmhouse Behind Poling,"Henry Holmes Smith (American, 1909–1986)","January 4, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.146
79.200.V.194.8,Goody-Goody,"Henry Holmes Smith (American, 1909–1986)",April 1936,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.8
79.200.V.147,Harvest Landscape Under Deep Blue Sky,"Henry Holmes Smith (American, 1909–1986)","October 24, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.147
79.200.V.194.9,Ephraim Snog,"Henry Holmes Smith (American, 1909–1986)","September 26, 1938",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.9
79.200.V.194.7,Learn to Croon (Recto) / Learn to Croon (Verso),"Henry Holmes Smith (American, 1909–1986)",1930–1939,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.7
79.200.V.195.3,Bar Scene,"Henry Holmes Smith (American, 1909–1986)","July 27, 1932",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.195.3
79.200.V.195.1,Virgin of Movies,"Henry Holmes Smith (American, 1909–1986)",Ca. 1932,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.195.1
79.200.V.195.4,Man with Mask,"Henry Holmes Smith (American, 1909–1986)",1927–1932,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.195.4
79.200.V.196.1,Untitled,"Henry Holmes Smith (American, 1909–1986)","June 21, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.196.1
79.200.V.195.2,Laughing Man on Stage,"Henry Holmes Smith (American, 1909–1986)",1927–1932,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.195.2
79.200.V.196.2,Untitled,"Henry Holmes Smith (American, 1909–1986)","April 18, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.196.2
79.200.V.159,Utility Poles on a Hillside,"Henry Holmes Smith (American, 1909–1986)",1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.159
79.200.V.157,Home in the Woods (Recto) / To Hell With You (Verso),"Henry Holmes Smith (American, 1909–1986)",1932,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.157
79.200.V.196.3,Untitled,"Henry Holmes Smith (American, 1909–1986)","May 9, 1931",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.196.3
79.200.V.158,Riparian Landscape with Houses on Far Bank,"Henry Holmes Smith (American, 1909–1986)","December 30, 1936",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.158
79.200.V.16,Cluster of Buildings in Farm Landscape,"Henry Holmes Smith (American, 1909–1986)",August 1930,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.16
79.200.V.162,Panoramic Landscape with Fence,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.162
79.200.V.160,Fenced-In Barn,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.160
79.200.V.161,Fields Beyond a Fence,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.161
79.200.V.163,Monochromatic Landscape Study,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.163
79.200.V.164,Landscape with Fence and Trees on Crest of Hill,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.164
79.200.V.165,Barn and Blue Poles,"Henry Holmes Smith (American, 1909–1986)",June 1947,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.165
79.200.V.194.10,Chicle Wolf,"Henry Holmes Smith (American, 1909–1986)","September 26, 1938",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.10
79.200.V.194.1,Man with Big Brown Gloves,"Henry Holmes Smith (American, 1909–1986)",Ca. 1940,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.1
79.200.V.194.11,Walking in the Weeds,"Henry Holmes Smith (American, 1909–1986)","January 10, 1946",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.11
79.200.V.194.2,Christmas Card,"Henry Holmes Smith (American, 1909–1986)",1930–1939,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.2
79.200.V.194.12,Stenciled Pink Building with Three Porticos,"Henry Holmes Smith (American, 1909–1986)","July 6, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.12
79.200.V.194.14,Stenciled Landscape with Tree and House,"Henry Holmes Smith (American, 1909–1986)","July 4, 1933",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.14
79.200.V.194.3,Pigs and Vases,"Henry Holmes Smith (American, 1909–1986)",1930–1939,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.3
79.200.V.194.4,The Unfed Pig,"Henry Holmes Smith (American, 1909–1986)",1930–1939,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.4
79.200.V.194.5,Two Pigs Crying Under Trees,"Henry Holmes Smith (American, 1909–1986)",1930–1939,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.5
79.200.V.185,Red Shed Among Terraced Fields,"Henry Holmes Smith (American, 1909–1986)","July 4, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.185
79.200.V.194.6,Beads,"Henry Holmes Smith (American, 1909–1986)",1930–1939,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.194.6
79.200.V.189,Fence and Utility Pole,"Henry Holmes Smith (American, 1909–1986)",1973–1974,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.189
79.200.V.192,Illustration for Tampico,"Henry Holmes Smith (American, 1909–1986)",July 1931,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.192
79.200.V.186,Farm Landscape with Barns and Fences,"Henry Holmes Smith (American, 1909–1986)","July 4, 1947",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.186
79.200.V.187,"Landscape near Shakertown (Pleasant Hill, Kentucky)","Henry Holmes Smith (American, 1909–1986)",1973–1974,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.187
79.200.V.188,Scribbled Landscape with Watercolor,"Henry Holmes Smith (American, 1909–1986)",1973–1974,,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.188
79.200.V.191,Man with Fireworks,"Henry Holmes Smith (American, 1909–1986)","August 1, 1932",,"Henry Holmes Smith Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=79.200.V.191
