Id,name,author,relicTime,imageUrl,description,realUrl
2001.13,Homage to Herman B Wells,"Rudy O. Pozzatti (American, 1925–2021)",1992,,"Echo Press Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.13
2000.7,Still Life,"François B. de Blois (Canadian, 1829–1913)",Ca. 1880,,"Morton and Marie Bradley Memorial Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.7
2000.5,Rainbow,"James McGarrell (American, 1930–2020)",1967,,"Gift of Ruth and Douglass Boshkoff, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.5
2001.117,Ceremonial Textile (Tampan),,19th century,,"Gift of Mr. and Mrs. William F. McNagny, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.117
2001.16,Early Girl,"Betsy Stirratt (American, b. 1958)",1999,,"Museum purchase with the funds from the Elisabeth P. Myers Art Acquisition Fund, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.16
2001.113,The Measure of Things III (Das Maß der Dinge III),"Thomas Schindler (German, born 1959)",1985,,"Goodman-Duffy Partnership, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.113
2001.14,75th Anniversary  / Indiana University Memorial Union,"Rudy O. Pozzatti (American, 1925–2021)",1984,,"Echo Press Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.14
2001.119,[Boy in Field],"Nicolae Grigorescu (Romanian, 1838–1907)",1896,,"Gift of Mr. and Mrs. A. Berry-Aaji, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.119
2001.23,"Pitcher and Candle (Pichet et chandelle, Nature morte à la bougie, Chandelle et pichet devant la fenêtre)","Pablo Picasso (Spanish, 1881–1973)",1937,,"Gift of Sally Hope Davis in memory of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.23
2001.15,Hoosier Champions,"Rudy O. Pozzatti (American, 1925–2021)",1987,,"Echo Press Archive, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.15
2000.342.80,Coin: As with Bust of Hadrian (obv),,124–138,,"Transfer from the Classical Studies Department, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2000.342.80
2001.20,Mask (Koto pitya),Wobehe Soro,Unknown,,"Gift of Anita Glaze in memory of Roy Sieber, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.20
2001.31,Sea and Rocks (near Newport),"Alfred Thompson Bricher (American, 1837–1908)",Ca. 1875–1890,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.31
2001.32,Glen Miller Park #9,"John Elwood Bundy (American, 1853–1933)",1909,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.32
2001.40,Allegorical Figures,"Paolo Farinati (Italian, 1524–1606)",1545–1565,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.40
2001.5,Cities and Walls #18,"Rudy O. Pozzatti (American, 1925–2021)",1959,,"Gift of Dr. Steven Conant, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.5
2001.50,Footed Bowl with Green Leaf Design,"Karl Martz (American, 1912–1997)",1938,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.50
2001.46,"A View of the Village: From Herman B Wells's Cabin, ""Cheerful Hill,"" in Brown County, Indiana","Georges LaChance (American, 1888–1964)",Ca. 1940,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.46
2001.48.1,"The Birth of Venus:Maquette for Showalter Fountain (Naissance de Vénus, maquette pour la Fontaine Showalter)","Robert Laurent (American, 1890–1970)",1952-1956,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.48.1
2001.43,Bizen Gate of Himeji Castle (Bizen-mon of Himeji-jo),"Hashimoto Okiie (Japanese, 1899–1993)",Ca. 1969,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.43
2001.44,Himeji Castle (Himeji-jo),"Hashimoto Okiie (Japanese, 1899–1993)",1969,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.44
2001.47,Christmas Greeting,"Georges LaChance (American, 1888–1964)",1948,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.47
2001.63,Walking Buddha,Unknown,1400–1500,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.63
2001.60,Vase of Flowers,"Gaspar Pieter Verbruggen the Younger (Flemish, baptized 1664–buried 1730)",Ca. 1680–1730,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.60
2001.65,Saint Seraphim of Sarov,,1903–1908,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.65
2001.67,Mother of God and Christ Child,,17th-–19th century,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.67
2001.62,Chalice,,1776,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.62
2001.59,Portrait of a Woman,"Jan Janz de Stomme (Dutch, 1643–1657)",Ca. 1650,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.59
2001.58,Young Bamboo Shoots,"Takabatake Shikibu (Japanese, 1785–1881)",1868,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.58
2001.66,"Saint Spiridion, Saint Catherine, and Saint Theodore",,Early 19th century,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.66
2001.1,Portrait of Bob,"Nancy Morgan Barnes (American, b. 1948)",2000,,"Museum purchase with the funds from the Elisabeth P. Myers Art Acquisition Fund, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.1
2001.12,Miniature Bull Finial,,2300 BCE–1800 BCE,,"Gift of Dr. Leo Mildenberg in honor of Burton Y. Berry, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.12
2001.74,Windy Land,"Pierre Daura (Spanish | American, 1896–1976)",1940,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.74
2001.81,"Daura in Overalls, Palette","Pierre Daura (Spanish | American, 1896–1976)",1960–1969,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.81
2001.72,Farm on Hayes Creek,"Pierre Daura (Spanish | American, 1896–1976)",1939–1942,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.72
2001.2,Seated Figure,,1200–900 BCE,,"Raymond and Laura Wielgus Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.2
2001.68.1,Two Saints [Church Fathers],,Unknown,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.68.1
2001.70,President Alfred Ryors,Philadelphia School,Ca. 1852–1853,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.70
2001.17,Coffin in the Form of a Fish,Workshop of Ernest Anang Kwei (Ga),2001,https://piction-web.eas.iu.edu/piction/ump.di?e=BFC219C8FB58810851F1C08B74D88416A84F44DBBA57531D0779E386C374F547&s=21&se=940360820&v=1&f=xx2001.17_o4.jpg,"Gift of William and Gayle Cook in honor of Alvin and Phyllis Rutner, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.17
2001.26,Homage to the Founder (Hommage a San Lazzaro),"Joan Miró (Spanish, 1893–1983)",1975,,"Gift of Dr. Steven Conant, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.26
2001.39,Portrait of Mary Tudor or Queen Mary,"Hans Eworth (Flemish, ca. 1540–1573)",Ca. 1550–1560,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.39
2001.4,Passion Flower Among Thorns,"Rudy O. Pozzatti (American, 1925–2021)",1982,,"Anonymous gift, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.4
2001.80,"Daura, Blue Jacket","Pierre Daura (Spanish | American, 1896–1976)",1950–1953,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.80
2001.79,"Daura, White Shirt, Blue Smock","Pierre Daura (Spanish | American, 1896–1976)",1939–1945,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.79
2001.52,Madonna and Child with Apple and Pears,"Studio of Bernard van Orley (Flemish, ca. 1488–1541)",Ca. 1530,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.52
2001.45,Portrait of a Boy,"Philips Koninck (Dutch, 1619–1688)",1673,,"Bequest of Herman B Wells, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.45
2001.21,Commemorative Cloth for the Basilica Notre-Dame-de-la-Paix (Yamoussoukro),,Ca. 1985-2001,,"Gift of Kathleen Bickford Berzock in memory of Dr. Roy Sieber, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.21
2001.73,Orange Field and Blue Hill,"Pierre Daura (Spanish | American, 1896–1976)",Ca. 1944,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.73
2001.83,Hollyhocks in Blue Vase,"Pierre Daura (Spanish | American, 1896–1976)",1939–1942,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.83
2001.75,"Church, Deep Blue Sky","Pierre Daura (Spanish | American, 1896–1976)",Ca. 1955,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.75
2001.76,Breton House and Lot River,"Pierre Daura (Spanish | American, 1896–1976)",Ca. 1963,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.76
2002.1,Shrine Object (Elek or a-Tshol),,Unknown,,"Raymond and Laura Wielgus Collection, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2002.1
2001.78,Martha in Graduation Dress,"Pierre Daura (Spanish | American, 1896–1976)",1946,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.78
2001.77,Louise in Black Dress,"Pierre Daura (Spanish | American, 1896–1976)",Ca. 1929,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.77
2001.87,Carlos Albesa(?),"Pierre Daura (Spanish | American, 1896–1976)",Ca. 1928,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.87
2002.27,The Mackerel Run - Belfast Harbor,"Robert Barnes (American, b. 1934)",2002,,"Museum purchase with Funds from the Elisabeth P. Myers Art Acquisition Endowment Fund, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2002.27
2001.85,Legend of the Palm Trees,"Pierre Daura (Spanish | American, 1896–1976)",1939–1955,,"Gift of Martha R. Daura, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2001.85
2002.30,Untitled,"David Sharpe (American, born 1936)",1970,,"Gift of Kay, Jonathan, and Jacqueline Torshen in memory of Jerome H. Torshen, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2002.30
2002.28,Untitled [white ground?],"Jordan Davies (American, born 1941)",1969,,"Gift of Kay, Jonathan, and Jacqueline Torshen in memory of Jerome H. Torshen, Eskenazi Museum of Art, Indiana University",https://artmuseum.indiana.edu/collections-online/browse/object.php?number=2002.28
